Gene	Stem_like	CMP_like	S100_GMP_like	GMP_like	Cycling_GMP_like	MDP_like	Bcell	Tcell	Ery_HBB
DEFB1	0	0	0	0	6.39987435141889	0	0	0	0
DEGS1	5.83861606917163	6.12889840103436	0	0	6.44681061629727	6.6021918085852	7.06755304941247	0	0
DELE1	5.78976166921845	5.93967940863509	0	0	0	5.95624629038481	0	0	0
DENND1B	6.80202750728511	6.54749120435674	6.2455192213961	0	5.95870244791393	6.49367143590729	0	0	0
DENND1C	5.27289440870931	0	0	0	0	0	0	6.62792413987481	0
DENND2D	0	0	0	0	0	0	0	7.3036187282802	0
DENND3	6.79164285341961	6.75351873427581	6.96997604272301	7.32204288176827	6.4706096122676	6.80420600264179	6.67837333202726	0	0
DENND4B	5.10728978217482	0	0	0	0	0	0	0	0
DENND4C	5.72398056345944	0	0	0	0	0	0	0	0
DENND5A	6.0349474736371	6.3245257675969	7.07349822532407	7.49062211210032	6.07599357983158	6.71585733133139	0	0	0
DENND6A	0	0	0	0	0	6.55370001827524	0	0	0
DERL3	0	0	0	0	6.72177918690102	0	8.05082486543128	0	5.71740189025935
DEXI	5.62594500144021	0	0	0	0	0	0	0	0
DGKA	6.04548022074673	0	0	0	0	0	0	7.33440570257067	0
DGKD	6.97549952081446	6.57754016661347	6.93356820139708	0	6.44311786939561	7.24148129179138	7.23732283870558	7.03974366490911	0
DGLUCY	5.54932031994142	5.63765520841437	0	0	0	0	0	0	0
DHFR	0	0	0	0	7.46130271419827	0	0	0	7.12501374614623
DHPS	6.78328729375104	6.8099462317036	6.54125273161875	0	6.89839324004433	6.80022894015169	0	6.97293084210312	0
DHRS1	5.95701269537442	0	0	0	0	0	0	0	0
DHRS11	0	5.45074537591724	0	0	0	0	0	0	5.88743616330629
DHRS13	0	0	0	0	0	0	0	0	6.11503388045001
DHRS4L2	5.92022465966274	6.09763654880312	0	0	5.98781844509682	0	0	0	0
DHRS7B	5.19680709719294	0	0	0	0	0	0	0	0
DHRSX	5.8257605254034	0	0	0	0	0	0	0	0
DHTKD1	5.61428202627833	0	0	0	0	5.94780502793489	0	0	0
DHX30	5.98542786586549	6.22597991846588	0	0	6.20636322043659	0	0	0	0
DHX32	5.49892629240239	0	0	0	0	0	0	0	0
DHX38	5.67246218411096	0	0	0	0	0	0	0	0
DIAPH2	6.34863811309393	6.314579117165	6.5914673772102	0	6.37321500418805	5.94450311591613	0	0	0
DIAPH3	0	0	0	0	5.6373287867067	0	0	0	0
DICER1	6.53106198451881	6.5741512581865	6.60700145702403	0	6.09451427172591	6.97630079718687	0	0	0
DIDO1	5.86775967651031	5.63999846611943	0	0	5.55999919188163	6.02474318680087	0	6.64773625150354	0
DIP2A	5.88856436448376	6.02214546269489	6.3003746573363	0	5.46559610663147	6.80440048012601	0	7.27703560170873	0
DIP2B	0	0	0	0	0	5.88055193777207	0	0	0
DIPK2A	0	0	0	0	0	0	0	0	7.22476609271515
DIS3L	0	0	0	0	5.52742176167305	0	0	0	0
DKC1	6.67419569322845	6.96420242947874	6.1828527278948	6.73714347243346	7.02775227963604	0	0	0	5.91696348211005
DLAT	5.49273516539755	0	0	0	0	0	0	0	0
DLG1	5.93251718286425	5.793875206199	0	0	5.85296040088328	0	6.45427248573826	0	5.48684425818671
DLGAP4	5.92534786862625	5.54459662123097	0	0	0	6.00679437216768	0	0	0
DLGAP5	0	0	0	0	5.97270158734981	0	0	0	6.50788454761208
DMAC2	6.13334851238221	5.65499989660672	0	0	0	0	0	0	0
DMAP1	6.23139679297242	5.98723659563247	0	0	5.65976382067565	0	0	0	0
DMTF1	5.74069655246457	5.68961208860611	0	0	5.33611135903919	6.42133309660398	6.98420024503796	0	0
DMTN	0	0	0	0	0	0	0	0	8.8633924223409
DMXL1	5.44247437200388	5.55566464862494	0	0	0	5.95996485286516	7.08941987094483	0	0
DMXL2	6.75310407983566	7.29296176883287	8.27257013202437	8.45118956304889	7.48617574072729	7.76655412698866	0	0	6.23569262558228
DNAAF2	5.85246219962733	5.85099124412555	0	0	0	0	0	0	0
DNAAF5	0	0	0	0	0	0	0	0	5.62295135994969
DNAJA4	0	0	0	0	0	0	0	0	6.89380542919834
DNAJB12	5.82856947891331	5.80251395277345	0	0	5.62255278501197	6.35080024533376	0	0	0
DNAJB4	5.55008128069495	0	0	0	0	0	0	0	7.81833917120734
DNAJB9	5.66926315216388	5.83582908147118	0	0	5.94831666067805	0	7.60124033380738	7.38676643986731	6.08510548979229
DNAJC10	5.78895867868064	6.19266975036518	6.11795981960063	0	6.13359021585068	6.40352527797103	7.4482666113625	0	0
DNAJC13	5.55561945716904	5.44127324903502	6.21284002207533	0	5.62598574713217	5.86182530179596	0	0	0
DNAJC4	6.56371757642679	7.02716796842364	7.03443903665317	6.7821567844565	6.09112186844501	7.10981764860718	7.71594726157929	0	0
DNAJC9	5.42931918502534	0	0	0	7.30694452866274	0	0	0	7.25128243594934
DNAL4	5.63073428975946	0	0	0	0	0	0	0	0
DNASE2	5.83575936345632	5.73689753800249	0	0	0	0	0	0	0
DNM1	5.48620536095816	5.57246042788951	0	0	0	0	0	0	0
DNMT1	6.37570460333713	6.13351046775606	0	0	7.6470328829154	5.8819289933965	0	7.01018717969229	7.34123767862222
DNMT3A	6.16602272913789	5.9425632481974	0	0	5.40512761984277	0	0	0	0
DNPH1	5.29836973215921	6.13735683995687	0	0	6.62548720833244	0	6.83369831958828	0	6.64618111221426
DOCK10	5.53113591580276	0	0	0	0	6.44480493109553	0	6.72401613137657	0
DOCK11	6.69050048775468	6.29604258141554	6.43725838898104	0	6.1433674783806	7.01172974082028	0	6.65968299710617	0
DOCK5	6.58910294735029	6.59441869076398	6.81875502611486	7.24084446216875	6.36515755305776	6.65450205142472	0	0	6.8218069441716
DOCK7	5.45320826097631	0	0	0	0	0	0	0	0
DOHH	0	0	0	0	0	0	0	0	5.89326899274083
DOK1	6.77352931275043	6.27880955649866	6.2453264225621	0	6.21214250420287	6.30160263917354	0	0	0
DOK2	6.2181008304244	0	0	0	0	7.32123745016185	0	7.24591776524232	0
DOK3	0	5.59364504142375	0	0	0	5.7780510341352	0	0	0
DOP1B	5.28218923984461	5.44426261776542	0	0	0	0	0	0	0
DOT1L	0	0	0	0	5.48687849760155	0	0	0	0
DPAGT1	5.23635443354545	0	0	0	0	0	0	0	0
DPCD	5.1813234990802	0	0	0	0	0	0	0	0
DPH3	5.62444468019057	6.21909147425593	6.70092757825942	0	6.11030831825475	6.48755390517573	0	0	6.31404284076506
DPH6	0	0	0	0	0	0	0	0	5.44656851419919
DPH7	5.32983020377158	0	0	0	0	0	0	0	0
DPYSL2	6.45797342362256	0	0	0	5.91162842388758	6.97160887911176	0	0	0
DRAM1	5.84650159859324	6.13589761602502	0	0	5.9434285308967	0	0	0	0
DRAM2	6.69915100061168	6.21445537541532	0	0	5.9029528129426	6.86406327017793	7.16101809478157	0	0
DRG2	5.48740298668151	5.69805932837958	0	0	5.65483247492115	0	0	0	0
DSC2	6.82054939597239	6.10877912103702	6.60265179963116	0	0	6.68249680300474	0	0	0
DSCC1	0	0	0	0	5.38643162442059	0	0	0	0
DSE	6.51568046031615	6.08297650637008	0	0	5.85309958226059	6.39842881445014	0	0	0
DSN1	0	0	0	0	5.8447941566665	0	0	0	0
DSTYK	5.53266425967312	6.04459425846412	6.25546262729382	0	5.62842916092724	0	0	0	0
DTD1	5.76224190672817	0	0	0	0	0	0	0	6.05013563845872
DTL	0	0	0	0	5.98733855052411	0	0	0	5.28659212903243
DTX3L	5.6479072137428	0	0	0	0	0	0	0	0
DTYMK	6.10674627280243	5.79103946338168	0	0	7.70650422425746	0	0	0	7.40950053158404
DUS3L	5.08740062359944	5.71349222493308	0	0	5.48450265202162	0	0	0	0
DUSP10	6.6296816646821	6.36418790982891	6.30603081637354	0	6.11491881880929	6.43971710394888	0	0	0
DUSP11	5.64697484324117	0	0	0	0	0	0	0	0
DUSP2	6.50006585011689	0	0	0	0	6.59340164911032	8.0690522380879	9.63157360909549	0
DUSP22	6.17294711610656	5.71574591461256	0	0	0	6.86914046852426	7.14748525031676	0	0
DUSP5	0	0	0	0	0	6.60460896154717	0	0	0
DUSP6	6.29866438005481	6.08209967065872	6.99697979082029	0	6.36861017896054	7.83200434120948	0	0	0
DVL3	4.86344364622497	0	0	0	0	0	0	0	7.09467610338461
DYM	5.46487349507371	5.76894349938122	0	0	0	5.7782689206614	0	0	0
DYNLT3	6.22429162531592	5.72023109602347	6.25537008899878	0	5.79629051347889	6.55322926831398	0	0	0
DYRK3	0	0	0	0	0	0	0	0	6.48694217919074
E2F1	0	0	0	0	6.69088868706451	0	0	0	0
E2F2	0	0	0	0	0	0	0	0	8.48750262486648
E2F4	4.95719786432911	5.58762362647605	0	0	5.77643277785963	0	0	0	8.18536535316895
EAF1	5.57959542959719	0	0	0	0	0	0	0	0
EAF2	6.26817448122213	7.00858806066852	7.38675287752256	7.02885810743941	7.49722179004224	6.66183254675938	7.98817332864022	0	0
ECD	5.32531986942598	5.43650114488866	0	0	0	0	0	0	6.82623853722151
ECHDC2	0	5.31509173456065	0	0	0	0	0	0	0
ECI1	5.54675966660651	5.88021120376025	0	0	7.00424884994852	0	6.55179000800764	0	5.56692970506192
ECM1	6.86378191017079	6.350722189686	0	0	6.25279990816688	0	0	0	0
ECSIT	5.48582204783176	0	0	0	0	0	0	0	0
ECT2	0	0	0	0	5.92960974893641	0	0	0	0
EDC4	0	0	0	0	5.6238779678579	0	0	0	0
EDEM1	5.34143841237519	5.88263191409809	6.26256747139574	0	6.13797425302949	0	0	0	0
EDEM2	6.31798321431773	6.41238992152584	6.27071237644163	0	6.19767003609713	5.90789934706061	0	0	5.58686670054108
EDEM3	6.52794277944621	6.66217885139292	6.84292623620599	7.01874139864902	6.45223615596313	6.41065688617631	0	0	6.33176869989623
EED	0	0	0	0	0	0	0	0	7.04721596869015
EEF1AKMT2	5.55287133677414	5.58989804963268	0	0	5.83165810179594	0	0	0	0
EEF1AKNMT	0	0	0	0	0	0	0	0	5.04397580114689
EEF2K	6.17962329762208	0	0	0	0	0	0	0	6.18136624034983
EFCAB2	6.33095750029333	5.94237688213766	0	0	5.88813240692867	0	0	0	0
EFHC1	5.78450618790534	5.48798795598586	0	0	0	0	0	0	0
EFR3A	5.68220643899926	0	0	0	0	0	0	0	0
EGFL7	6.97575269862394	7.11543504305483	6.60075045691919	7.27008205915663	7.26750042358957	0	0	0	5.2795528428893
EHBP1L1	0	0	0	0	0	6.48530135630703	0	0	8.07647567307638
EHD1	5.81077433701326	5.82077605361804	6.60993257687311	0	5.79413649464658	6.56251973232652	0	0	0
EHD2	5.33209100323705	0	0	0	0	0	0	0	0
EHD4	5.5429337886696	0	0	0	0	0	0	0	0
EHMT1	6.44938982207101	6.27983546130456	6.21815200610686	0	6.08901886497343	6.39064554499408	0	6.79805997678735	0
EHMT2	5.78587424935226	5.98699175613287	0	0	5.65788503741661	0	0	0	0
EIF1AY	0	5.85635167245728	0	0	6.49278035853441	0	0	0	9.07362484525924
EIF2AK1	6.58681841803703	6.36842082289755	6.24115637644703	0	6.49376918049139	6.36557955782697	0	0	9.30366588037809
EIF2AK2	6.81156231839449	6.4005514406671	6.36126978353524	0	6.40184823276286	6.48828186733637	7.15145346746564	0	6.76281816275129
EIF2B2	6.04527875672543	5.77366436872672	0	0	5.38524085853179	0	0	0	0
EIF2B4	5.63828947683273	0	0	0	0	0	0	0	0
EIF2B5	5.78970528022782	5.7356284776915	0	0	5.73510944453525	0	0	0	0
EIF2D	5.85673583520019	5.79458600349179	0	0	5.38364456301806	0	0	0	0
EIF4EBP2	6.63307977989541	6.56694932507861	7.08466298422887	7.19320018648665	6.77294700339222	7.01566342807966	0	0	6.76596063254351
EIF4EBP3	5.47889490422969	5.88025038157759	0	0	0	0	0	0	0
EIF4G3	6.4578828945613	6.47358768136991	6.59663139325983	0	6.27951013092112	6.77888345165508	0	0	0
ELAC2	5.34894563021739	0	0	0	0	0	0	0	6.20409657472655
ELK1	5.39321111132468	5.49009886476728	0	0	0	0	0	0	0
ELK4	0	0	0	0	0	0	7.03127176379373	0	0
ELL2	0	0	0	0	0	0	0	0	5.9811231659591
ELMO1	6.71119930269707	6.41898740685345	6.35792724444616	0	6.19646212289507	6.60903655635575	0	0	0
ELOA	5.54705819971483	5.46838722255397	0	0	0	0	0	0	0
ELOF1	5.9701414099923	5.65523682515676	0	0	5.56912963588423	0	6.62798869779157	0	6.70915316866217
ELOVL5	6.14432169091193	5.81603674561225	0	0	6.17170125836339	5.87336536806619	7.2821342514782	7.02240569433491	5.67314079117639
ELP2	6.23094076665003	6.08576488703009	0	0	5.78738743009075	0	6.48291239402896	6.60543036586741	5.89295199125862
ELP3	5.42978309938643	0	0	0	0	0	0	0	0
ELP4	5.3604896045055	0	0	0	0	0	0	0	0
ELP6	5.96516558314101	5.695249148402	0	0	6.21896576276323	0	0	0	0
EMC1	0	5.60282603221455	0	0	5.60834866799983	0	0	0	0
EMC2	0	0	0	0	0	0	0	0	5.347660242668
EMC8	5.81196744267553	5.80431223701962	0	0	6.09890165256228	0	0	0	0
EMC9	0	0	0	0	0	0	0	0	6.71216107443921
EMID1	6.02397526965737	6.92580740326841	7.01150929007581	7.3488553905884	6.93565240134983	0	0	0	4.91190268823657
EMILIN1	6.39597178290277	6.39836819920138	0	0	6.22465689614035	0	0	0	0
EMILIN2	7.27298842303639	7.43729423947303	7.99757745620836	8.12838176892559	7.39961857529872	7.6556107844673	0	0	6.32086239724827
EML4	0	0	0	0	0	0	7.76299657224547	8.00458239516967	0
EMP1	7.5743966775249	0	0	0	0	6.95240613315887	0	0	0
ENDOG	0	0	0	0	5.61089743679896	0	0	0	0
ENOPH1	5.70358286741391	5.51676458619283	0	0	5.87396014277196	0	0	0	0
ENOSF1	0	5.48697034185815	0	0	5.88414902474854	0	0	0	6.53874927918821
ENTPD1	0	0	6.36217544030912	0	0	6.01397999373119	0	0	0
ENTPD4	5.48159686054177	0	0	0	0	0	0	0	0
EP400	5.66238552305412	0	0	0	5.29439241910371	0	0	0	0
EPCAM	5.91856435392693	0	0	0	0	0	0	0	6.18880930175046
EPDR1	6.59350729866766	6.13748480737951	0	0	6.3196852183613	0	0	0	0
EPN1	6.34365186986744	6.15140302624542	0	0	6.04115483884166	6.75769540257431	6.60936349683748	0	7.68759995978749
EPOR	0	0	0	0	0	0	0	0	7.96769400803825
EPS15L1	5.5482985195404	5.31183687933976	0	0	0	0	0	0	0
ERAL1	5.69212135440664	6.03001863325167	0	0	5.59674578488103	0	0	0	0
ERAP2	6.25846216113912	5.50096974490146	0	0	0	6.0888437733289	0	0	0
ERC1	5.55685449254848	5.36745492747093	0	0	0	0	0	0	0
ERCC6L2	5.47477060601516	0	0	0	0	0	0	0	0
ERI1	0	0	0	0	5.33679466412599	0	0	0	6.22983269965771
ERICH1	6.48253658131415	6.30342536146925	6.22256944799475	0	6.00539841433959	5.79306361584554	8.00172661688046	6.74466816926707	0
ERLIN1	6.72292178432364	7.30594771093572	7.60586044694924	7.59536257030869	7.31669820220261	6.28103535142931	0	0	0
ERLIN2	5.44993366168302	0	0	0	0	0	0	0	0
ERMAP	0	0	0	0	0	0	0	0	7.78314272405148
ERN1	0	0	0	0	0	0	0	7.11099023095114	0
ERO1A	0	5.48187019273713	0	0	6.04900246860097	0	0	0	0
ESCO1	5.9301868306346	5.87498736743978	0	0	5.57361157876049	6.04636370989046	0	6.66914997370226	0
ESCO2	0	0	0	0	5.54083302904772	0	0	0	7.07522976651319
ESYT2	7.34791396477596	6.99173823514016	7.07686274892919	7.48963374513708	7.11983534850475	6.82521118001588	0	6.94116003813434	0
ETS1	0	0	0	0	0	0	7.47003853614883	8.78580928676234	0
ETS2	6.61012367255717	6.12643225403903	0	0	5.89952858596995	6.47415971661068	0	0	0
EVA1B	7.57502212160099	7.67832454054745	7.69920315287704	7.52661078016493	7.37066335658815	7.27124835350102	0	0	6.4437199708963
EVI2A	6.55770978941126	6.02204993391458	6.25294957034071	0	5.78318797989515	7.05847069825276	0	0	0
EVI5	5.16356320429429	0	0	0	0	0	0	0	0
EVL	7.30497189416524	6.26838097759793	0	0	0	7.61766811569325	8.20922923734326	9.43790122703705	0
EXD3	5.64152632689599	0	0	0	0	0	0	0	0
EXOC3	5.38989493925357	0	0	0	0	5.9310803941829	0	0	0
EXOC4	5.76755581996377	5.62587120600928	0	0	0	5.89150726318354	0	0	0
EXOSC1	6.3255156888742	6.02374002335989	0	0	6.28392607012652	6.03771884256791	6.9040891843349	0	6.38868791866799
EXOSC2	0	0	0	0	5.37888951884153	0	0	0	6.18319404551538
EXOSC6	5.62498625518751	6.182767773361	0	0	6.37111698451127	0	0	6.85294998739981	0
EXTL2	5.3965589185016	5.26946023003596	0	0	0	0	0	0	0
EZH2	5.39514989339545	5.45371275922095	0	0	6.99845615746623	0	0	0	7.3981470921486
F11R	6.86709718462448	6.48340721388091	7.06598299437435	0	5.99183918949671	7.26342731308128	0	0	0
F13A1	7.38241178770603	7.16614273908813	6.93292529991291	0	6.8300075370123	7.64673968494869	0	0	0
F8A1	0	0	0	0	5.46676399813314	0	0	0	0
FAAP100	5.44355207818449	0	0	0	0	0	0	0	0
FABP5	7.23049744134629	7.47090428668923	6.7667828678506	7.69722063010449	8.45946825424685	6.35766970031847	0	0	7.2527028816446
FADS1	4.99679770996602	0	0	0	5.70671589922483	0	0	0	0
FADS2	5.40499635290475	0	0	0	0	0	0	0	0
FADS3	5.70582104289103	0	0	0	0	0	0	0	0
FAIM	5.80836967339406	0	0	0	0	0	0	0	0
FAM104A	6.06944913980485	0	0	0	0	0	0	0	7.05726569840014
FAM104B	0	0	0	0	5.52698840629569	0	0	0	0
FAM111A	5.82122382183684	6.09081543311348	0	0	7.38131865588799	6.59412377287995	6.74783781724384	0	5.77900960344242
FAM117A	5.18450885576583	0	0	0	0	0	0	0	8.5632146978367
FAM118A	0	0	0	0	0	0	0	0	5.89228999621724
FAM126B	5.26368914085303	5.59371029146651	0	0	5.50704490812063	6.15578264994992	0	0	0
FAM13A	0	0	0	0	0	0	0	0	5.27004749681474
FAM160A2	5.7087754186291	0	0	0	0	0	0	0	0
FAM160B1	5.16927756081894	5.99905458266567	6.25760881573052	6.89615582671434	5.88846326698045	6.47193928561458	0	0	7.02583900989404
FAM172A	5.48042151900225	0	0	0	0	0	6.68186419717416	0	0
FAM177A1	6.89134438404099	6.34281187649209	6.81183715243467	0	6.42275667030533	6.96632229976554	0	7.55510027728974	6.90767928552779
FAM199X	5.55655700967293	0	0	0	0	0	0	0	0
FAM200B	5.34038826715041	5.90937469827648	6.84418764701485	0	5.86106106277684	6.77656096360532	0	0	0
FAM207A	0	0	0	0	0	0	0	0	5.682325809037
FAM210A	5.54229612452387	0	0	0	0	0	0	0	0
FAM210B	5.12091664987748	5.66493843434855	6.30851770077648	0	5.51589827978047	0	0	0	9.04697095339609
FAM214A	5.4807940662454	5.40859488093083	0	0	0	0	7.21823615685444	0	0
FAM214B	0	0	0	0	0	0	0	0	5.21013249618709
FAM217B	4.96771650120431	5.54764142654827	0	0	0	0	0	0	0
FAM219B	5.93573591896292	5.77681209013662	0	0	0	6.20786556334438	0	0	0
FAM228B	5.57834775641304	5.5574385654354	0	0	0	0	0	0	0
FAM234A	6.17401586882853	5.77992442062329	0	0	5.89117359225615	0	0	0	0
FAM241A	0	0	0	0	5.4945269727537	0	0	0	0
FAM3C	0	0	0	0	0	0	7.37661423136292	0	0
FAM89B	5.8012569701345	5.43430675257735	0	0	5.70918097727417	6.13015642193253	0	0	0
FAM91A1	6.22046218119668	5.72024629559641	0	0	5.86243341099708	6.32397098275807	0	0	0
FANCA	0	0	0	0	5.60017757477034	0	0	0	0
FANCD2	0	0	0	0	5.52911790700036	0	0	0	0
FANCI	0	0	0	0	6.39566391720192	0	0	0	8.31574983601139
FAR2	5.51738762361376	0	0	0	0	0	0	0	0
FARS2	0	5.38031638224414	0	0	0	0	0	0	0
FARSB	0	5.33960083463026	0	0	0	0	0	0	0
FASTKD1	5.38408730046479	0	0	0	0	0	0	0	0
FASTKD2	5.30683175872287	5.66325053559864	0	0	0	0	0	0	4.85583556197547
FBP1	0	0	0	0	0	7.31650215822369	0	0	0
FBRS	5.67651358172655	6.14572841891659	0	0	0	6.16372785574128	6.94745352294063	0	6.06950905775329
FBRSL1	5.90021972869411	6.13898240951525	0	6.69080545569168	6.35882555069063	6.10920368080519	0	0	6.25667205803181
FBXL20	0	0	0	0	0	5.61568075457911	0	0	0
FBXL6	0	0	0	0	5.42824049541268	0	0	0	0
FBXO3	5.28773378494937	0	0	0	0	0	0	0	0
FBXO30	0	0	0	0	0	0	0	0	7.04795063592315
FBXO33	5.34628408976828	0	0	0	0	0	0	0	0
FBXO38	5.22271630689985	0	0	0	0	0	0	0	0
FBXO4	5.11400878139357	0	0	0	5.6705742713009	0	0	0	0
FBXO45	0	0	0	0	0	0	0	0	6.65915579166954
FBXO5	0	0	0	0	5.82076234431503	0	0	0	0
FBXW11	5.22607070083488	0	0	0	0	0	0	0	0
FBXW2	5.71205500347187	5.5348020727714	0	0	0	0	0	0	6.39975144310561
FBXW7	5.75808297871986	5.60612784830372	0	0	5.62027494939345	6.46731885155159	7.40665882734396	0	6.16920186384408
FBXW9	6.05621526928569	6.17690762853166	6.29584074383553	0	5.84876288812715	0	0	0	5.62514043728949
FCGR1A	5.99088362143701	0	0	0	0	0	0	0	0
FCGR2A	7.33221978093533	6.91113554048917	6.60180534488208	0	6.48475866086716	7.04018012113177	0	0	0
FCGR2B	6.17769530341591	0	0	0	0	0	7.44904644372601	0	0
FCHO2	0	0	0	0	0	0	0	0	6.49060539017386
FCHSD2	5.15085722269063	5.88796345930067	0	0	5.79818354876293	6.05349223586034	6.26329029536529	0	6.17888873310389
FCMR	0	0	0	0	0	0	8.38935229762526	7.74571209325829	0
FCN1	0	0	8.23523810131617	0	6.14819626482056	8.75046205183353	0	0	0
FDX2	5.48599357085858	0	0	0	0	0	0	0	0
FECH	0	0	0	0	0	0	0	0	9.15546009346682
FEM1B	5.57871473044966	5.49222657688223	0	0	0	0	0	0	6.68744755861993
FEN1	0	0	0	0	6.96429125811097	0	0	0	6.8132537446835
FES	7.19004178119843	7.5514620192665	7.90896809923349	7.2918099095658	7.02781522903865	7.87247087475	0	0	0
FEZ2	6.48225047346316	6.34047026886962	6.36798999579958	0	5.99808922812224	6.09965806002195	0	0	0
FGD3	6.03411110813605	5.69511889661424	0	0	0	6.96792092641666	0	7.16703273506138	0
FGFBP2	0	0	0	0	0	0	0	8.92338143745619	0
FGFR1	0	5.91350852616947	0	6.87672004456488	6.21236316650495	0	0	0	0
FGL2	0	0	0	0	0	7.80570753858867	0	0	0
FGR	0	0	0	0	0	7.15721805151512	0	0	0
FHL3	7.43256863951463	7.03174620948456	7.03833139599721	0	6.09324916843858	7.38573026850222	0	0	5.78165403048942
FHOD1	5.88603212656409	5.52232675942334	0	0	0	0	0	0	0
FIP1L1	6.59944611664536	6.50811262779741	5.94887769690964	0	6.33709930983295	6.30451979585889	0	7.3320399507196	6.94106679693944
FKBP11	5.51612199062671	5.92859281152149	0	0	6.19373963100039	0	8.26394215264852	7.80897687041635	5.91921111795809
FKBP15	0	0	0	0	0	6.16407136562255	0	0	0
FKBP2	0	5.74780040596639	0	0	6.03761663604136	0	0	0	0
FKBP4	6.40009321842985	6.63099934385413	0	0	6.8099365087348	0	0	0	7.52365340970755
FLCN	0	0	0	0	0	0	0	0	6.53833268285884
FLII	6.63915010170562	6.43740299531668	6.50307020956619	0	6.12940810026823	6.66320965422588	0	0	4.19773334416546
FLOT1	0	0	0	0	0	0	0	6.43325865845228	6.1958103707826
FLT3LG	0	0	0	0	0	0	0	7.30253842850483	0
FLYWCH2	6.04977884544918	5.98318953259109	0	0	6.03237955835248	0	0	0	0
FN3KRP	5.18468429440068	0	0	0	5.68119957251476	0	0	0	0
FNBP1L	5.71447682100511	0	0	0	0	0	0	0	5.79178646385387
FNDC10	0	5.33570676204464	0	0	6.25649440430561	0	0	0	0
FNIP2	0	0	0	0	0	0	0	0	6.45524908982813
FOSL2	6.08836537834806	6.9690560688243	7.61007351325568	7.83308323412834	6.32751107880818	7.72352588990645	0	7.24682355834932	0
FOXK1	5.39804565628979	0	0	0	0	0	0	0	0
FOXM1	0	0	0	0	6.00158615387341	0	0	0	0
FOXN2	6.22091309915337	5.62735011474376	0	0	5.79772365624445	6.53755395064638	0	0	0
FPR1	0	0	0	0	0	7.5226536034561	0	0	0
FRA10AC1	5.1706651817307	5.58144105048146	0	0	5.82659013916818	0	0	0	0
FRMD4A	0	0	0	0	0	0	0	0	6.53833268285884
FRMD4B	6.79051748561665	6.17194823993889	0	0	5.55395484688394	7.18896590949992	0	0	0
FRY	5.86347380519623	5.85029355364964	6.32736523354694	0	0	6.46847901925904	0	0	0
FTSJ1	5.33584714464059	0	0	0	0	0	0	0	0
FTSJ3	5.4757832779877	0	0	0	0	0	0	0	0
FUBP3	0	0	0	0	0	0	0	0	5.55951227232562
FUCA2	5.61800026086161	5.56994899425398	0	0	6.1734414009376	0	0	0	0
FUNDC1	5.55554987837295	0	0	0	0	0	0	0	0
FURIN	5.80470046197148	5.75040914575211	6.1861327335523	0	5.31208723660293	6.87837361116053	0	0	0
FUT4	0	5.75670776735048	6.31271829398191	0	6.212582875688	0	0	0	0
FUZ	5.36030460275412	0	0	0	0	0	0	0	0
FXYD2	5.28630450809535	0	0	0	0	0	0	0	0
FYN	5.68833439814695	0	0	0	0	0	0	8.48031207933415	0
G0S2	0	0	0	0	0	7.65872356357284	0	0	0
G6PC3	5.88125923710816	5.93359049337465	0	0	5.73883204865555	0	0	0	0
G6PD	7.15358557076351	6.46877345288306	7.04366891041733	0	6.10832147539612	7.57368049140023	0	0	5.28900978824382
GAA	0	0	0	0	0	6.64430404618435	0	0	0
GAB1	0	0	0	0	0	0	0	0	6.26912022480512
GAB3	5.60377328314514	0	0	0	0	6.38542195142011	0	0	0
GABPB1	0	0	0	0	5.55920993959278	0	0	0	0
GADD45A	6.64891887734877	6.75891170849185	6.84959756400224	0	6.40988035057589	6.78323217043834	0	0	6.88598994558707
GAK	6.25975208048716	6.20700078117449	6.53369307437207	0	5.97194524777677	6.44393143547162	0	6.84207874547628	0
GALC	5.71629345886171	0	0	0	0	0	0	0	0
GALK1	6.46674287872035	6.47441673377096	6.14831459778939	0	6.85616470773787	6.25356232578682	0	0	0
GALK2	5.41872550542924	0	0	0	0	0	0	0	0
GALNT11	5.21160273310479	0	0	0	0	0	0	0	0
GALNT2	6.45325340976842	6.33283268725039	6.39792394327004	0	6.38101036423627	6.0869945382404	0	0	6.15733278847131
GALNT3	5.51992641452419	5.84177492966647	0	0	5.50540059578757	0	0	0	0
GAPT	5.86630945457052	6.4699019321649	6.69499551523282	0	5.7391719703855	6.95932434804123	0	0	0
GAPVD1	6.07105341200545	5.74252215916573	0	0	5.59240055908762	6.19341798987665	0	0	8.06416130587062
GAR1	6.55071150070248	6.50455354982149	6.14183389909876	0	6.48037964651013	0	0	0	6.1952905633847
GAS2L1	5.71265984711923	0	0	0	0	0	0	0	0
GAS6	0	0	0	0	0	6.91550592871022	0	0	0
GAS7	5.98171586317028	0	6.46136612010841	0	0	7.08770150814348	0	0	0
GATA2	6.68552569712456	6.37450068014958	0	0	5.85006514182922	0	0	0	0
GATAD1	5.49210015456413	5.79032527416994	0	0	5.43615462143719	0	0	0	0
GATC	5.38023145945584	0	0	0	0	0	0	0	0
GATD1	0	0	0	0	0	0	0	0	6.11789626735749
GATD3A	5.42392323396175	0	0	0	0	0	0	0	0
GATD3B	0	0	0	0	0	0	0	0	6.22434689401109
GBP2	6.57585902872171	0	0	0	0	6.25301230488167	0	0	0
